,age,workclass,education,marital_status,occupation,race,gender,hours_per_week,income
14402,26,Private,HS-grad,Single,White-Collar,White,Male,40,0
14403,61,Other/Unknown,HS-grad,Widowed,Other/Unknown,White,Female,36,0
14404,19,Private,HS-grad,Single,Service,White,Male,20,0
14405,30,Self-Employed,Assoc,Married,Sales,White,Male,35,0
14406,37,Private,Some-college,Married,Blue-Collar,White,Male,45,0
14407,72,Other/Unknown,HS-grad,Married,Other/Unknown,White,Male,25,0
14408,30,Private,HS-grad,Single,Service,White,Female,40,0
14409,22,Private,Bachelors,Single,White-Collar,White,Female,30,0
14410,31,Private,Assoc,Married,Blue-Collar,White,Male,40,0
14411,50,Private,Doctorate,Married,Professional,White,Male,65,1
14412,26,Private,Bachelors,Single,White-Collar,White,Male,24,0
14413,38,Private,Some-college,Married,Sales,White,Female,40,0
14414,44,Private,Masters,Separated,White-Collar,White,Female,20,0
14415,68,Private,School,Divorced,Blue-Collar,White,Male,20,0
14416,20,Private,Some-college,Single,White-Collar,White,Male,40,0
14417,52,Self-Employed,Some-college,Single,Professional,White,Female,35,0
14418,23,Private,School,Married,Service,White,Male,40,0
14419,60,Government,Some-college,Married,White-Collar,White,Female,35,0
14420,32,Private,Some-college,Single,Blue-Collar,White,Male,55,0
14421,32,Private,Some-college,Married,Blue-Collar,White,Male,40,0
14422,29,Private,Some-college,Single,White-Collar,White,Female,40,0
14423,61,Private,HS-grad,Married,Service,White,Male,40,0
14424,32,Self-Employed,Some-college,Divorced,Service,White,Female,35,0
14425,48,Private,Bachelors,Divorced,Service,White,Female,44,0
14426,37,Private,Some-college,Married,Blue-Collar,White,Male,50,1
14427,44,Self-Employed,Some-college,Divorced,Blue-Collar,White,Male,60,0
14428,37,Private,School,Married,Blue-Collar,White,Male,50,0
14429,25,Private,School,Single,Blue-Collar,White,Male,40,0
14430,20,Government,Some-college,Single,White-Collar,White,Female,10,0
14431,23,Private,HS-grad,Divorced,Blue-Collar,White,Male,50,0
14432,44,Private,Bachelors,Single,White-Collar,Other,Female,40,0
14433,20,Government,Some-college,Single,Blue-Collar,White,Male,15,0
14434,35,Government,Masters,Divorced,White-Collar,White,Female,41,0
14435,43,Self-Employed,Masters,Divorced,White-Collar,White,Female,45,1
14436,23,Private,School,Single,Blue-Collar,White,Male,40,0
14437,27,Government,HS-grad,Divorced,Service,White,Male,40,0
14438,41,Private,Assoc,Single,Professional,White,Female,45,0
14439,28,Private,Bachelors,Single,Blue-Collar,White,Male,40,1
14440,32,Private,Some-college,Single,White-Collar,Other,Female,35,0
14441,76,Other/Unknown,HS-grad,Widowed,Other/Unknown,Other,Female,2,0
14442,38,Private,HS-grad,Married,White-Collar,White,Male,44,1
14443,21,Private,HS-grad,Single,Blue-Collar,White,Male,35,0
14444,27,Private,Masters,Single,Service,White,Male,40,0
14445,20,Private,Assoc,Single,Blue-Collar,White,Female,40,0
14446,23,Private,Bachelors,Single,White-Collar,White,Male,40,0
14447,60,Self-Employed,Masters,Married,White-Collar,White,Male,40,0
14448,35,Private,Some-college,Divorced,Blue-Collar,Other,Female,55,0
14449,41,Private,Bachelors,Single,Professional,White,Female,40,0
14450,36,Private,HS-grad,Married,Blue-Collar,White,Male,45,1
14451,31,Private,Prof-school,Single,Professional,White,Male,50,0
14452,38,Private,Bachelors,Single,Service,White,Male,20,0
14453,34,Private,Some-college,Married,Blue-Collar,White,Male,40,0
14454,57,Private,Some-college,Married,Service,White,Male,50,0
14455,59,Self-Employed,Bachelors,Married,White-Collar,White,Male,40,1
14456,39,Private,Some-college,Married,White-Collar,Other,Female,50,1
14457,20,Private,School,Single,White-Collar,White,Female,40,0
14458,35,Private,HS-grad,Single,Blue-Collar,White,Male,40,0
14459,32,Self-Employed,Prof-school,Married,Professional,White,Male,40,1
14460,45,Private,Some-college,Divorced,Sales,White,Female,55,0
14461,23,Other/Unknown,Some-college,Single,Other/Unknown,White,Male,40,0
14462,44,Private,School,Single,Sales,Other,Female,35,0
14463,59,Private,HS-grad,Married,Blue-Collar,White,Male,40,0
14464,22,Private,Bachelors,Single,White-Collar,White,Female,50,0
14465,41,Government,Bachelors,Single,Service,Other,Male,40,0
14466,28,Private,HS-grad,Married,Sales,White,Male,40,0
14467,30,Government,Some-college,Married,Service,White,Male,40,1
14468,21,Private,Assoc,Single,Blue-Collar,Other,Male,40,0
14469,47,Private,Bachelors,Married,White-Collar,White,Male,45,1
14470,53,Government,Some-college,Separated,Blue-Collar,Other,Male,40,0
14471,34,Private,Masters,Married,Professional,White,Male,55,0
14472,52,Private,Some-college,Divorced,Sales,White,Female,20,1
14473,35,Other/Unknown,School,Married,Other/Unknown,White,Female,35,0
14474,18,Private,HS-grad,Single,Blue-Collar,White,Female,20,0
14475,41,Private,Bachelors,Married,White-Collar,White,Male,45,1
14476,29,Private,Bachelors,Married,Sales,White,Male,50,0
14477,49,Private,Assoc,Separated,Professional,White,Female,36,0
14478,32,Private,HS-grad,Married,White-Collar,White,Male,55,1
14479,18,Private,HS-grad,Single,Sales,White,Female,25,0
14480,41,Self-Employed,Bachelors,Married,White-Collar,White,Male,40,1
14481,37,Other/Unknown,Prof-school,Married,Other/Unknown,White,Male,6,0
14482,30,Private,Some-college,Divorced,Sales,White,Male,40,0
14483,39,Private,Masters,Single,Professional,White,Male,40,0
14484,31,Government,Assoc,Single,White-Collar,White,Male,40,0
14485,35,Private,Bachelors,Married,White-Collar,White,Male,70,1
14486,23,Government,Bachelors,Single,Professional,White,Female,40,0
14487,30,Government,Some-college,Divorced,White-Collar,White,Female,40,0
14488,35,Private,Assoc,Divorced,Professional,Other,Male,40,0
14489,22,Private,School,Single,Blue-Collar,White,Female,40,0
14490,45,Government,HS-grad,Single,White-Collar,Other,Female,40,0
14491,69,Self-Employed,Some-college,Married,Service,White,Female,15,0
14492,19,Private,HS-grad,Single,Blue-Collar,Other,Female,40,0
14493,24,Private,HS-grad,Divorced,Service,White,Female,40,0
14494,37,Private,HS-grad,Divorced,Blue-Collar,White,Male,40,1
14495,62,Other/Unknown,School,Married,Other/Unknown,White,Male,40,0
14496,38,Private,Some-college,Widowed,White-Collar,Other,Female,40,0
14497,28,Private,Some-college,Single,Blue-Collar,White,Male,50,0
14498,44,Private,Bachelors,Married,White-Collar,White,Male,50,1
14499,38,Private,HS-grad,Married,Blue-Collar,White,Male,40,0
14500,34,Private,HS-grad,Divorced,Blue-Collar,White,Male,40,0
14501,30,Self-Employed,Assoc,Divorced,Blue-Collar,White,Male,49,0
14502,46,Private,Some-college,Divorced,White-Collar,White,Male,40,0
14503,32,Private,HS-grad,Married,Blue-Collar,Other,Female,40,0
14504,27,Private,Some-college,Divorced,White-Collar,White,Female,40,0
14505,31,Private,Bachelors,Single,White-Collar,White,Male,40,0
14506,55,Other/Unknown,Assoc,Married,Other/Unknown,White,Female,5,0
14507,43,Private,Assoc,Single,White-Collar,Other,Female,45,0
14508,23,Private,School,Married,Blue-Collar,White,Male,40,0
14509,49,Private,School,Married,Blue-Collar,White,Female,40,0
14510,68,Self-Employed,Some-college,Married,Sales,White,Male,40,1
14511,29,Government,HS-grad,Divorced,White-Collar,Other,Female,40,0
14512,34,Self-Employed,Assoc,Single,Professional,White,Female,25,0
14513,41,Private,HS-grad,Divorced,Sales,White,Female,40,0
14514,55,Government,School,Widowed,White-Collar,White,Female,40,0
14515,33,Private,Some-college,Married,Professional,White,Male,40,1
14516,60,Self-Employed,Bachelors,Divorced,Professional,White,Female,30,0
14517,51,Private,HS-grad,Married,Professional,White,Male,40,0
14518,65,Other/Unknown,HS-grad,Widowed,Other/Unknown,White,Female,10,0
14519,47,Government,HS-grad,Married,Professional,Other,Female,40,0
14520,21,Private,Some-college,Single,Professional,White,Male,48,0
14521,19,Private,Some-college,Single,Service,White,Female,20,0
14522,34,Private,Bachelors,Single,White-Collar,White,Male,40,0
14523,42,Private,Some-college,Divorced,Blue-Collar,White,Male,45,0
14524,21,Other/Unknown,Some-college,Single,Other/Unknown,White,Female,40,0
14525,44,Government,Bachelors,Divorced,Professional,White,Female,40,0
14526,36,Private,HS-grad,Married,Blue-Collar,Other,Male,20,0
14527,28,Private,Bachelors,Single,White-Collar,White,Male,40,0
14528,41,Private,Some-college,Married,Blue-Collar,Other,Male,40,1
14529,40,Private,Assoc,Married,Professional,White,Male,40,1
14530,43,Private,HS-grad,Married,Blue-Collar,White,Male,44,0
14531,40,Private,HS-grad,Married,Blue-Collar,White,Male,40,1
14532,45,Private,Some-college,Married,Blue-Collar,White,Male,50,1
14533,40,Private,Some-college,Married,Professional,Other,Male,40,1
14534,22,Private,HS-grad,Single,Blue-Collar,White,Male,40,0
14535,49,Government,Masters,Divorced,Professional,Other,Female,40,1
14536,42,Private,HS-grad,Divorced,Service,White,Female,40,0
14537,50,Private,Bachelors,Separated,Professional,Other,Female,40,0
14538,27,Private,HS-grad,Single,Blue-Collar,Other,Male,40,0
14539,61,Other/Unknown,HS-grad,Married,Other/Unknown,White,Male,32,0
14540,43,Self-Employed,Masters,Married,White-Collar,White,Male,50,1
14541,21,Private,Some-college,Single,Service,White,Male,32,0
14542,41,Self-Employed,Prof-school,Married,White-Collar,White,Female,55,1
14543,21,Private,Assoc,Single,Service,Other,Male,35,0
14544,38,Private,HS-grad,Single,Professional,White,Male,40,1
14545,22,Private,Some-college,Single,Blue-Collar,White,Female,13,0
14546,18,Private,School,Single,White-Collar,White,Female,30,0
14547,23,Private,School,Single,Blue-Collar,White,Male,30,0
14548,64,Government,Prof-school,Married,Professional,White,Male,45,1
14549,34,Private,Bachelors,Married,White-Collar,White,Male,27,0
14550,24,Government,Bachelors,Single,Service,White,Female,40,0
14551,52,Self-Employed,School,Married,White-Collar,White,Male,50,1
14552,36,Private,Bachelors,Married,Sales,White,Female,35,1
14553,40,Private,Bachelors,Married,White-Collar,White,Male,40,1
14554,26,Private,HS-grad,Separated,Blue-Collar,Other,Female,40,0
14555,23,Private,HS-grad,Married,Sales,White,Female,40,0
14556,22,Private,HS-grad,Single,White-Collar,White,Female,40,0
14557,37,Government,Assoc,Married,Service,Other,Male,40,0
14558,31,Private,School,Single,Blue-Collar,White,Male,37,0
14559,25,Other/Unknown,Assoc,Single,Other/Unknown,White,Male,45,0
14560,27,Private,School,Single,Blue-Collar,White,Male,40,0
14561,50,Private,School,Married,Sales,Other,Male,40,1
14562,50,Other/Unknown,Masters,Married,Other/Unknown,White,Male,40,0
14563,31,Other/Unknown,Assoc,Single,Other/Unknown,White,Female,25,0
14564,22,Private,Some-college,Single,Sales,White,Male,35,0
14565,61,Private,Bachelors,Divorced,Sales,Other,Male,48,1
14566,55,Private,HS-grad,Married,Sales,White,Male,40,1
14567,63,Private,School,Widowed,Service,White,Female,41,0
14568,39,Private,Bachelors,Married,Sales,White,Male,40,0
14569,52,Government,Assoc,Divorced,Blue-Collar,White,Female,40,0
14570,42,Private,HS-grad,Divorced,Blue-Collar,White,Female,40,0
14571,42,Government,Some-college,Married,White-Collar,White,Male,40,1
14572,57,Self-Employed,Some-college,Married,Sales,White,Male,50,1
14573,27,Government,Bachelors,Single,Blue-Collar,White,Female,40,0
14574,46,Private,Assoc,Divorced,White-Collar,White,Female,40,0
14575,20,Other/Unknown,Some-college,Single,Other/Unknown,Other,Female,40,0
14576,28,Private,HS-grad,Married,White-Collar,White,Male,40,0
14577,30,Private,HS-grad,Married,Blue-Collar,White,Male,40,0
14578,22,Private,School,Single,Blue-Collar,White,Male,40,0
14579,39,Private,HS-grad,Single,Sales,White,Male,55,0
14580,51,Private,Masters,Married,Service,White,Male,40,1
14581,39,Self-Employed,Assoc,Married,Blue-Collar,White,Male,60,1
14582,34,Government,Masters,Single,Professional,Other,Female,24,0
14583,21,Self-Employed,School,Married,White-Collar,White,Female,30,0
14584,29,Private,HS-grad,Separated,Blue-Collar,White,Male,40,0
14585,18,Private,HS-grad,Single,Blue-Collar,White,Female,30,0
14586,50,Private,Bachelors,Married,Blue-Collar,White,Male,40,0
14587,47,Government,Bachelors,Married,Professional,White,Male,40,0
14588,46,Private,Assoc,Married,Blue-Collar,Other,Male,60,0
14589,36,Other/Unknown,HS-grad,Married,Other/Unknown,White,Male,40,0
14590,25,Private,School,Single,Blue-Collar,White,Male,40,0
14591,72,Private,HS-grad,Married,Blue-Collar,White,Male,40,0
14592,59,Private,Some-college,Married,Blue-Collar,White,Male,40,1
14593,38,Self-Employed,Bachelors,Single,Blue-Collar,Other,Male,30,0
14594,47,Government,Bachelors,Divorced,Professional,White,Male,40,0
14595,25,Private,Some-college,Single,White-Collar,White,Male,40,0
14596,20,Private,HS-grad,Married,Blue-Collar,White,Male,48,0
14597,33,Government,Bachelors,Married,Professional,White,Male,40,1
14598,52,Private,HS-grad,Married,Blue-Collar,White,Male,40,0
14599,79,Private,Some-college,Married,White-Collar,White,Male,20,0
14600,29,Private,HS-grad,Married,White-Collar,White,Female,40,0
14601,37,Private,HS-grad,Married,White-Collar,White,Female,40,1
14602,30,Private,Bachelors,Married,Professional,White,Male,40,1
14603,30,Private,Bachelors,Married,Sales,Other,Male,40,0
14604,30,Private,Some-college,Single,Professional,White,Male,40,0
14605,42,Private,HS-grad,Divorced,Blue-Collar,White,Male,40,0
14606,40,Government,Prof-school,Single,White-Collar,White,Male,60,1
14607,34,Private,Masters,Single,White-Collar,White,Male,40,0
14608,20,Private,Some-college,Single,White-Collar,White,Female,15,0
14609,21,Private,HS-grad,Single,Blue-Collar,White,Female,40,0
14610,31,Private,School,Married,Blue-Collar,White,Male,40,0
14611,52,Private,Assoc,Married,Blue-Collar,White,Male,56,0
14612,57,Self-Employed,Prof-school,Married,Sales,White,Female,35,1
14613,42,Private,HS-grad,Married,Blue-Collar,White,Male,40,0
14614,49,Private,School,Married,Blue-Collar,White,Male,40,0
14615,68,Private,HS-grad,Married,Sales,White,Male,40,0
14616,21,Other/Unknown,HS-grad,Single,Other/Unknown,White,Female,40,0
14617,23,Self-Employed,Assoc,Single,Blue-Collar,White,Male,50,0
14618,32,Private,School,Married,Blue-Collar,Other,Male,40,0
14619,28,Private,School,Single,Blue-Collar,White,Male,40,0
14620,38,Private,HS-grad,Married,Blue-Collar,White,Male,50,0
14621,36,Private,Some-college,Married,Blue-Collar,White,Male,60,1
14622,30,Private,Prof-school,Single,Professional,Other,Female,40,0
14623,75,Self-Employed,Masters,Widowed,Sales,White,Male,45,0
14624,59,Private,HS-grad,Widowed,White-Collar,White,Female,40,0
14625,62,Private,Some-college,Divorced,White-Collar,White,Female,40,0
14626,36,Government,School,Single,Service,White,Female,23,0
14627,36,Self-Employed,HS-grad,Married,White-Collar,White,Male,50,0
14628,29,Private,HS-grad,Single,White-Collar,White,Female,40,0
14629,36,Private,HS-grad,Married,Sales,White,Male,50,0
14630,63,Other/Unknown,HS-grad,Married,Other/Unknown,White,Male,4,0
14631,25,Private,HS-grad,Single,Blue-Collar,Other,Male,23,0
14632,30,Private,HS-grad,Married,Blue-Collar,White,Male,60,1
14633,21,Private,Some-college,Single,Sales,White,Male,45,0
14634,27,Government,Bachelors,Single,Professional,White,Male,40,0
14635,30,Private,Some-college,Married,Blue-Collar,White,Male,40,0
14636,57,Government,Some-college,Divorced,Professional,White,Male,48,1
14637,53,Private,Bachelors,Single,Service,Other,Female,21,1
14638,19,Private,Some-college,Single,Service,White,Female,30,0
14639,52,Government,HS-grad,Divorced,White-Collar,White,Female,40,0
14640,30,Private,School,Divorced,Sales,White,Male,40,0
14641,44,Private,Prof-school,Single,Professional,White,Female,40,1
14642,54,Private,HS-grad,Married,White-Collar,Other,Male,20,0
14643,20,Other/Unknown,HS-grad,Single,Other/Unknown,White,Female,30,0
14644,57,Private,HS-grad,Married,White-Collar,White,Male,50,0
14645,49,Private,Some-college,Married,Blue-Collar,Other,Male,60,0
14646,22,Private,HS-grad,Single,Blue-Collar,White,Male,40,0
14647,35,Self-Employed,Bachelors,Married,Professional,White,Male,40,0
14648,25,Self-Employed,Some-college,Married,Blue-Collar,White,Male,50,1
14649,38,Private,Bachelors,Married,Service,White,Male,40,1
14650,58,Private,Bachelors,Widowed,White-Collar,White,Male,40,1
14651,22,Private,Some-college,Single,White-Collar,White,Female,20,0
14652,18,Private,Some-college,Single,Sales,White,Male,25,0
14653,28,Private,Some-college,Married,Blue-Collar,White,Male,45,0
14654,61,Self-Employed,Prof-school,Married,Professional,White,Male,35,1
14655,46,Government,Masters,Divorced,Professional,Other,Male,40,0
14656,42,Private,HS-grad,Married,White-Collar,White,Male,50,1
14657,17,Private,School,Single,Blue-Collar,White,Male,12,0
14658,36,Private,HS-grad,Married,Blue-Collar,White,Male,45,0
14659,33,Private,Bachelors,Married,White-Collar,White,Male,45,0
14660,26,Private,HS-grad,Married,Service,White,Female,40,0
14661,36,Self-Employed,HS-grad,Married,Blue-Collar,White,Male,50,0
14662,30,Private,HS-grad,Married,Blue-Collar,White,Male,73,1
14663,40,Private,Bachelors,Married,White-Collar,White,Male,40,1
14664,63,Private,School,Married,Blue-Collar,White,Male,60,1
14665,43,Private,Some-college,Married,Service,Other,Male,40,1
14666,46,Government,Bachelors,Married,Professional,White,Female,70,0
14667,33,Government,Assoc,Married,Blue-Collar,White,Male,50,0
14668,27,Private,HS-grad,Single,Blue-Collar,White,Female,40,0
14669,37,Private,School,Married,Blue-Collar,White,Male,50,0
14670,44,Government,Masters,Married,Professional,White,Male,35,0
14671,68,Self-Employed,HS-grad,Married,Blue-Collar,White,Male,50,1
14672,39,Government,Some-college,Divorced,White-Collar,White,Male,40,1
14673,19,Other/Unknown,HS-grad,Single,Other/Unknown,White,Male,40,0
14674,28,Private,Assoc,Single,Service,White,Female,80,0
14675,28,Private,Some-college,Single,White-Collar,White,Female,52,0
14676,22,Private,School,Single,Sales,White,Female,25,0
14677,38,Private,HS-grad,Married,Blue-Collar,White,Male,40,0
14678,76,Private,Bachelors,Widowed,Professional,White,Female,20,0
